#Datasets	A13208_frSF2_un-enriched_2M-subsampledSortMeRNA-0-1	A13209_frSF3_55c_SortMeRNA-100k-0-1	A13204_frPP2_55c_SortMeRNA-100k-0-1	A13213_frPP1_55c_SortMeRNA-100k-0-1	A13208_frSF2_65c_SortMeRNA-100k-0-1	A13209_frSF3_65c_SortMeRNA-100k-0-1	A13204_frPP2_65c_SortMeRNA-100k-0-1	A13213_frPP1_65c_SortMeRNA-100k-0-1	A13208_frSF2_55c_SortMeRNA-100k-0-1	A13209_frSF3_un-enriched_2-05M-subsampledSortMeRNA-0-1	A13213_frPP1_un-enriched_2-35M-subsampledSortMeRNA-0-1	A13204_frPP2_un-enriched_1-7M-subsampledSortMeRNA-0-1
"NCBI"	15.0	65.0	45.0	59.0	114.0	46.0	26.0	36.0	253.0	7.0	3.0	1.0
"cellular organisms"	2.0	8.0	1.0	6.0	7.0	6.0	2.0	7.0	14.0	0.0	2.0	0.0
"Bacteria"	645.0	14128.0	9528.0	9540.0	8631.0	11067.0	6962.0	6745.0	11798.0	534.0	640.0	426.0
"Acidobacteria"	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bacteria incertae sedis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bacteria candidate phyla"	1.0	8.0	29.0	10.0	26.0	4.0	5.0	56.0	53.0	0.0	0.0	0.0
"Candidatus Dojkabacteria"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
"Candidatus Saccharibacteria"	1.0	157.0	176.0	56.0	134.0	152.0	137.0	51.0	46.0	3.0	4.0	7.0
"Candidatus Saccharimonas"	15.0	0.0	823.0	481.0	0.0	0.0	583.0	385.0	149.0	0.0	40.0	38.0
"Patescibacteria group"	2.0	0.0	0.0	100.0	5.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
"Microgenomates group"	14.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	187.0	0.0	3.0	0.0
"Candidatus Pacebacteria"	41.0	0.0	0.0	0.0	460.0	0.0	0.0	0.0	729.0	0.0	6.0	0.0
"Candidatus Woesebacteria"	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Parcubacteria group"	11.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	316.0	0.0	0.0	0.0
"Candidatus Moranbacteria"	40.0	0.0	0.0	0.0	809.0	0.0	0.0	0.0	974.0	0.0	0.0	0.0
"Elusimicrobia"	0.0	0.0	219.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	10.0
"environmental samples <bacteria,superkingdom Bacteria>"	45.0	2864.0	3816.0	2368.0	1022.0	2518.0	2991.0	1870.0	1150.0	120.0	150.0	161.0
"FCB group"	0.0	24.0	16.0	10.0	6.0	8.0	15.0	10.0	11.0	1.0	0.0	1.0
"Bacteroidetes/Chlorobi group"	2.0	30.0	86.0	44.0	12.0	22.0	43.0	26.0	19.0	0.0	3.0	7.0
"Bacteroidetes"	29.0	569.0	449.0	776.0	267.0	433.0	355.0	573.0	455.0	32.0	44.0	24.0
"Bacteroidia"	0.0	6.0	11.0	41.0	6.0	14.0	5.0	17.0	9.0	0.0	4.0	2.0
"Bacteroidales"	48.0	1645.0	780.0	1204.0	618.0	1526.0	638.0	1105.0	725.0	62.0	64.0	30.0
"Bacteroidaceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bacteroides"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
"Porphyromonadaceae"	19.0	1284.0	1128.0	1673.0	419.0	1204.0	915.0	1389.0	573.0	43.0	88.0	52.0
"Microbacter"	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
"Porphyromonas"	23.0	2132.0	151.0	954.0	382.0	2101.0	142.0	1015.0	433.0	68.0	50.0	0.0
"Prevotellaceae"	10.0	245.0	260.0	709.0	135.0	204.0	259.0	753.0	155.0	14.0	52.0	21.0
"Prevotella"	0.0	0.0	0.0	117.0	0.0	0.0	0.0	130.0	0.0	0.0	5.0	0.0
"Rikenellaceae"	12.0	0.0	331.0	218.0	189.0	0.0	236.0	176.0	238.0	4.0	14.0	22.0
"Tannerellaceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Parabacteroides"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0
"Tannerella"	0.0	411.0	156.0	462.0	0.0	439.0	203.0	512.0	0.0	16.0	20.0	7.0
"Flavobacteriia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Flavobacteriales"	0.0	0.0	4.0	39.0	0.0	0.0	5.0	29.0	0.0	0.0	2.0	0.0
"Flavobacteriaceae"	2.0	0.0	253.0	417.0	0.0	0.0	222.0	362.0	0.0	0.0	20.0	11.0
"Capnocytophaga"	4.0	0.0	203.0	883.0	0.0	0.0	177.0	815.0	0.0	0.0	37.0	7.0
"Weeksellaceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bergeyella"	0.0	0.0	0.0	116.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0
"Sphingobacteriia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingobacteriales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
"Sphingobacteriaceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
"Chlorobi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chlorobia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chlorobiales"	0.0	0.0	181.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	3.0
"Chlorobiaceae"	0.0	0.0	1744.0	0.0	0.0	0.0	1464.0	0.0	0.0	0.0	0.0	83.0
"Chlorobium/Pelodictyon group"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chlorobium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
"Fusobacteria"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fusobacteriia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fusobacteriales"	0.0	147.0	26.0	107.0	69.0	147.0	20.0	59.0	20.0	2.0	6.0	1.0
"Fusobacteriaceae"	4.0	0.0	24.0	98.0	0.0	0.0	20.0	67.0	14.0	0.0	5.0	1.0
"Cetobacterium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
"Fusobacterium"	0.0	0.0	156.0	1019.0	0.0	0.0	137.0	941.0	101.0	0.0	37.0	5.0
"Leptotrichiaceae"	2.0	0.0	2.0	39.0	3.0	0.0	3.0	19.0	10.0	0.0	3.0	0.0
"Leptotrichia"	13.0	0.0	273.0	904.0	191.0	0.0	250.0	826.0	236.0	4.0	38.0	8.0
"Proteobacteria"	40.0	1199.0	909.0	806.0	579.0	929.0	727.0	599.0	751.0	39.0	40.0	46.0
"Alphaproteobacteria"	5.0	83.0	173.0	0.0	110.0	74.0	150.0	0.0	142.0	3.0	5.0	5.0
"Rhodobacterales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodobacteraceae"	10.0	184.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	11.0	8.0	5.0
"Sphingomonadales"	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Betaproteobacteria"	9.0	322.0	2356.0	789.0	230.0	358.0	2174.0	653.0	214.0	8.0	38.0	85.0
"Burkholderiales"	7.0	101.0	892.0	289.0	73.0	106.0	916.0	288.0	78.0	0.0	14.0	17.0
"Alcaligenaceae"	0.0	0.0	101.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	5.0
"Burkholderiaceae"	0.0	0.0	71.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0
"Lautropia"	0.0	0.0	203.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	8.0
"Comamonadaceae"	15.0	0.0	6578.0	1259.0	389.0	0.0	7656.0	1584.0	299.0	0.0	56.0	163.0
"Brachymonas"	0.0	0.0	365.0	0.0	0.0	0.0	426.0	0.0	0.0	0.0	4.0	9.0
"Neisseriales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseriaceae"	3.0	0.0	241.0	298.0	0.0	0.0	220.0	298.0	0.0	0.0	11.0	8.0
"Neisseria"	0.0	0.0	303.0	0.0	0.0	0.0	315.0	0.0	0.0	0.0	10.0	10.0
"Rhodocyclales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodocyclaceae"	0.0	0.0	116.0	141.0	0.0	0.0	99.0	167.0	0.0	5.0	4.0	0.0
"delta/epsilon subdivisions"	2.0	39.0	24.0	25.0	10.0	36.0	13.0	13.0	30.0	1.0	0.0	2.0
"Deltaproteobacteria"	12.0	732.0	106.0	341.0	308.0	653.0	84.0	271.0	339.0	20.0	15.0	2.0
"Desulfobacterales"	0.0	88.0	2.0	23.0	16.0	71.0	1.0	14.0	17.0	0.0	0.0	0.0
"Desulfobacteraceae"	2.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulforapulum"	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfobulbaceae"	7.0	0.0	33.0	111.0	138.0	109.0	47.0	125.0	137.0	1.0	6.0	2.0
"Desulfobulbus"	11.0	0.0	105.0	497.0	614.0	0.0	133.0	558.0	479.0	4.0	20.0	3.0
"Desulfovibrionales"	11.0	845.0	15.0	132.0	250.0	900.0	28.0	212.0	259.0	30.0	6.0	0.0
"Desulfomicrobiaceae"	0.0	48.0	0.0	8.0	64.0	39.0	0.0	9.0	55.0	2.0	0.0	0.0
"Desulfomicrobium"	22.0	1632.0	0.0	226.0	428.0	2146.0	0.0	293.0	348.0	67.0	11.0	0.0
"Desulfoplanes"	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Desulfovibrionaceae"	0.0	193.0	28.0	114.0	0.0	171.0	31.0	0.0	0.0	4.0	0.0	1.0
"Desulfovibrio"	0.0	0.0	125.0	0.0	0.0	0.0	139.0	0.0	0.0	3.0	8.0	7.0
"Epsilonproteobacteria"	0.0	6.0	2.0	8.0	5.0	1.0	0.0	5.0	3.0	0.0	1.0	0.0
"Campylobacterales"	2.0	62.0	167.0	276.0	53.0	61.0	117.0	217.0	56.0	3.0	10.0	7.0
"Campylobacteraceae"	0.0	10.0	14.0	30.0	10.0	9.0	11.0	30.0	14.0	1.0	3.0	0.0
"Campylobacter"	19.0	345.0	689.0	1557.0	353.0	373.0	573.0	1419.0	405.0	7.0	59.0	15.0
"Helicobacteraceae"	9.0	169.0	0.0	0.0	125.0	150.0	0.0	0.0	177.0	8.0	6.0	7.0
"Gammaproteobacteria"	13.0	359.0	493.0	387.0	232.0	348.0	394.0	383.0	254.0	21.0	31.0	20.0
"Cardiobacteriales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cardiobacteriaceae"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Cardiobacterium"	0.0	0.0	0.0	110.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	0.0
"Enterobacterales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterobacteriaceae"	0.0	0.0	166.0	109.0	0.0	0.0	173.0	0.0	0.0	3.0	6.0	5.0
"Moraxellales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Moraxellaceae"	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
"Acinetobacter"	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0
"Pasteurellales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pasteurellaceae"	0.0	0.0	838.0	526.0	111.0	0.0	998.0	427.0	101.0	0.0	20.0	16.0
"Aggregatibacter"	0.0	0.0	443.0	246.0	0.0	0.0	516.0	264.0	0.0	0.0	9.0	8.0
"Haemophilus"	0.0	0.0	128.0	0.0	0.0	0.0	147.0	113.0	0.0	0.0	0.0	6.0
"Pseudomonadales"	0.0	0.0	123.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonadaceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
"PVC group"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	3.0
"Planctomycetes"	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Verrucomicrobia"	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Spirochaetes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Spirochaetia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Spirochaetales"	1.0	16.0	12.0	17.0	10.0	6.0	3.0	7.0	14.0	0.0	0.0	0.0
"Spirochaetaceae"	28.0	798.0	384.0	730.0	576.0	966.0	237.0	722.0	518.0	28.0	32.0	10.0
"Treponemataceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Treponema"	10.0	220.0	0.0	399.0	178.0	238.0	112.0	427.0	157.0	10.0	16.0	4.0
"Synergistetes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Synergistia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Synergistales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Synergistaceae"	147.0	2404.0	482.0	2036.0	3664.0	2434.0	476.0	1959.0	3463.0	69.0	82.0	15.0
"Candidatus Tammella"	6.0	149.0	0.0	0.0	113.0	132.0	0.0	0.0	103.0	7.0	0.0	0.0
"Fretibacterium"	270.0	2657.0	721.0	4873.0	7718.0	2956.0	755.0	5351.0	6384.0	85.0	233.0	25.0
"Terrabacteria group"	154.0	5215.0	2582.0	2492.0	2261.0	4387.0	2105.0	1676.0	2970.0	195.0	159.0	115.0
"Actinobacteria"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinomycetia"	88.0	5827.0	5368.0	4406.0	2456.0	6482.0	5883.0	4913.0	2070.0	180.0	233.0	208.0
"Actinomycetales"	0.0	5.0	12.0	1.0	3.0	2.0	4.0	0.0	1.0	0.0	0.0	0.0
"Actinomycetaceae"	2.0	149.0	225.0	118.0	57.0	194.0	322.0	139.0	47.0	5.0	5.0	8.0
"Actinomyces"	55.0	9097.0	4402.0	6275.0	2810.0	13489.0	6212.0	8875.0	1889.0	271.0	260.0	117.0
"Corynebacteriales"	1.0	63.0	108.0	74.0	92.0	67.0	137.0	55.0	84.0	3.0	4.0	2.0
"Corynebacteriaceae"	3.0	0.0	0.0	96.0	0.0	0.0	0.0	113.0	0.0	0.0	14.0	0.0
"Corynebacterium"	0.0	0.0	0.0	159.0	0.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0
